insect_id,japanese_name,scientific_name,change_type,current_value,proposed_value,source,source_url,confidence,review_required,approved,note
species-0293,ナンヨウヒメツマオレガ,"Erechthias minuscula (Walsingham, 1897)",論文発見,,南大東島のモズの自然巣から羽化した鱗翅類,J-STAGE,,low,,,公開日: 
species-0297,アトボシメンコガ,"Wegneria cerodelta (Meyrick, 1911)",論文発見,,屋内害虫と鳥の巣(3)クロテンオオメンコガとアトボシメンコガ,CiNii,https://cir.nii.ac.jp/crid/1521699230228095104,low,,,
species-0300,ヘリグロメンコガ,Opogona sp.,論文発見,,クロテンオオメンコガ（新称）<i>Opogona sacchari</i>（Bojer）の日本における発生状況,J-STAGE,,low,,,公開日: 
species-0300,ヘリグロメンコガ,Opogona sp.,論文発見,,Relationships between nest-dwelling Lepidoptera and their owl hosts,J-STAGE,,low,,,公開日: 
species-0300,ヘリグロメンコガ,Opogona sp.,論文発見,,リュウキュウアカショウビンの巣内共生鱗翅類,J-STAGE,,low,,,公開日: 
species-0301,クロテンオオメンコガ,"Opogona sacchari (Bojer, 1856)",論文発見,,屋内害虫と鳥の巣(3)クロテンオオメンコガとアトボシメンコガ,CiNii,https://cir.nii.ac.jp/crid/1521699230228095104,low,,,
species-0301,クロテンオオメンコガ,"Opogona sacchari (Bojer, 1856)",論文発見,,侵入害虫クロテンオオメンコガの発生状況,CiNii,https://cir.nii.ac.jp/crid/1523388080688365440,low,,,
species-0301,クロテンオオメンコガ,"Opogona sacchari (Bojer, 1856)",論文発見,,クロテンオオメンコガ,CiNii,https://cir.nii.ac.jp/crid/1570572701370739584,low,,,
species-0302,イッテンシロナガヒロズコガ,"Micrerethista denticulata Davis, 1998",論文発見,,木材に穿孔するイッテンシロナガヒロズコガ（ヒロズコガ科，シロナガヒロズコガ亜科）の幼生期の生態と形態：,J-STAGE,,low,,,公開日: 
species-0306,クロクモヒロズコガ,"Psecadioides aspersus Butler, 1881",論文発見,,フェントン採集の標本により1881年に記載された日本産「ガ」のリスト、およびFentoniとFentoniaについて,J-STAGE,,low,,,公開日: 
species-0308,クシヒゲキヒロズコガ,"Pelecystola strigosa (Moore, 1888)",論文発見,,壱岐島の小蛾類,J-STAGE,,low,,,公開日: 
species-0309,ヒモミノガ,"Gen. sp. of Saigusa, 1962",論文発見,,Bacotia属に類似した台湾産のミノガ科の1新属とその系統的位置について(鱗翅目),J-STAGE,,low,,,公開日: 
species-0309,ヒモミノガ,"Gen. sp. of Saigusa, 1962",論文発見,,日本産ミノガ科のミノの形態(1),J-STAGE,,low,,,公開日: 
species-0309,ヒモミノガ,"Gen. sp. of Saigusa, 1962",論文発見,,Cyanobacteria for Space Agriculture on Mars,J-STAGE,,low,,,公開日: 
species-0309,ヒモミノガ,"Gen. sp. of Saigusa, 1962",論文発見,,"木に潜るガ,ヒモミノガ(ミノガ科)",CiNii,https://cir.nii.ac.jp/crid/1520010380320399360,low,,,
species-0309,ヒモミノガ,"Gen. sp. of Saigusa, 1962",論文発見,,ヒモミノガに属する第2の種キノコヒモミノガ (仮称) の発見,CiNii,https://cir.nii.ac.jp/crid/1570291225941031552,low,,,
species-0310,キノコヒモミノガ,"Gen. sp. of Nakamura, 1977",論文発見,,<i>Pseudosigmoidea</i>: A new genus for a hyphomycete (ATCC 16660) formerly identified as <i>Sigmoidea prolifera</i>,J-STAGE,,low,,,公開日: 
species-0310,キノコヒモミノガ,"Gen. sp. of Nakamura, 1977",論文発見,,Restriction fragment length polymorphisms of mitochondrial DNAs from seven Fusarium species causing fusarium head blight,J-STAGE,,low,,,公開日: 
species-0310,キノコヒモミノガ,"Gen. sp. of Nakamura, 1977",論文発見,,日本における外来鳥類の寄生虫調査,J-STAGE,,low,,,公開日: 
species-0310,キノコヒモミノガ,"Gen. sp. of Nakamura, 1977",論文発見,,ヒモミノガに属する第2の種キノコヒモミノガ (仮称) の発見,CiNii,https://cir.nii.ac.jp/crid/1570291225941031552,low,,,
species-0310,キノコヒモミノガ,"Gen. sp. of Nakamura, 1977",論文発見,,ナラ枯れ木に発生するハカワラタケとキノコヒモミノガ類の生活環-被害履歴を考慮した季節消長の把握-,CiNii,https://cir.nii.ac.jp/crid/1390282680685910016,low,,,
species-0313,ミドリチイヒロズミノガ,"Eumasia viridilichenella Saigusa & Sugimoto, 2005",論文発見,,日本産ミノガ科のミノの形態(1),J-STAGE,,low,,,公開日: 
species-0318,シロテンチビミノガ,"Paranarychia albomaculatella Saigusa, 1961",論文発見,,日本産ミノガ科のミノの形態(1),J-STAGE,,low,,,公開日: 
species-0321,パルテノスチビミノガ,"Dahlica parthenogenesis (Saigusa, 1961)",論文発見,,"関東地方からのパルテノスチビミノガ <i>Dahlica parthenogenesis</i> (Saigusa, 1961) の雌の初記録とその生態について",J-STAGE,,low,,,公開日: 
species-0321,パルテノスチビミノガ,"Dahlica parthenogenesis (Saigusa, 1961)",論文発見,,目次,J-STAGE,,low,,,公開日: 
species-0321,パルテノスチビミノガ,"Dahlica parthenogenesis (Saigusa, 1961)",論文発見,,日本産ミノガ科のミノの形態(1),J-STAGE,,low,,,公開日: 
species-0322,ハルノチビミノガ,"Kozhantshikovia vernalis Saigusa, 1961",論文発見,,"関東地方からのパルテノスチビミノガ <i>Dahlica parthenogenesis</i> (Saigusa, 1961) の雌の初記録とその生態について",J-STAGE,,low,,,公開日: 
species-0322,ハルノチビミノガ,"Kozhantshikovia vernalis Saigusa, 1961",論文発見,,日本産ミノガ科のミノの形態(1),J-STAGE,,low,,,公開日: 
species-0323,ナツノチビミノガ,"Kozhantshikovia aestivalis Saigusa, 1961",論文発見,,日本産ミノガ科のミノの形態(1),J-STAGE,,low,,,公開日: 
species-0324,トガリチビミノガ,"Taleporia shosenkyoensis Saigusa, 1961",論文発見,,トガリチビミノガの成虫期,CiNii,https://cir.nii.ac.jp/crid/1390001205410759936,low,,,
species-0325,アマリチビミノガ,"Taleporia amariensis Saigusa, 1961",論文発見,,日本産ミノガ科のミノの形態(1),J-STAGE,,low,,,公開日: 
species-0326,ハイイロチビミノガ,"Taleporia trichopterella Saigusa, 1961",論文発見,,ハイイロチビミノガの飼育,CiNii,https://cir.nii.ac.jp/crid/1521699230087112576,low,,,
species-0327,クロチビミノガ,"Taleporia nigropterella Saigusa, 1961",論文発見,,"本州未記録のミノガ, クロチビミノガ (新称) の採集",CiNii,https://cir.nii.ac.jp/crid/1570291225941033856,low,,,
species-0328,アキノヒメミノガ,"Bacotia sakabei Seino, 1981",論文発見,,A New Psychid Species of Bacotia from Japan (Lepidoptera),J-STAGE,,low,,,公開日: 
species-0328,アキノヒメミノガ,"Bacotia sakabei Seino, 1981",論文発見,,Bacotia属に類似した台湾産のミノガ科の1新属とその系統的位置について(鱗翅目),J-STAGE,,low,,,公開日: 
species-0328,アキノヒメミノガ,"Bacotia sakabei Seino, 1981",論文発見,,日本産ミノガ科のミノの形態(1),J-STAGE,,low,,,公開日: 
species-0328,アキノヒメミノガ,"Bacotia sakabei Seino, 1981",論文発見,,オオミノガの幼虫期における頭幅の生長と脱皮回数の関係,CiNii,https://cir.nii.ac.jp/crid/1390001205264599808,low,,,
species-0328,アキノヒメミノガ,"Bacotia sakabei Seino, 1981",論文発見,,オオミノガの羽化期と性に関する知見,CiNii,https://cir.nii.ac.jp/crid/1390282680242373760,low,,,
species-0329,ヒメミノガ,"Bruandia niphonica (Hori, 1926)",論文発見,,"日本からの<i>Psyche casta</i>（Pallas, 1776）（ミノガ科，Psychinae亜科）の発見",J-STAGE,,low,,,公開日: 
species-0329,ヒメミノガ,"Bruandia niphonica (Hori, 1926)",論文発見,,日本産ミノガ科のミノの形態(1),J-STAGE,,low,,,公開日: 
species-0329,ヒメミノガ,"Bruandia niphonica (Hori, 1926)",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0329,ヒメミノガ,"Bruandia niphonica (Hori, 1926)",論文発見,,イボタロウカイガラムシを食するヒメミノガの幼虫,CiNii,https://cir.nii.ac.jp/crid/2051714791918668544,low,,,
species-0329,ヒメミノガ,"Bruandia niphonica (Hori, 1926)",論文発見,,オオミノガの幼虫期における頭幅の生長と脱皮回数の関係,CiNii,https://cir.nii.ac.jp/crid/1390001205264599808,low,,,
species-0329,ヒメミノガ,"Bruandia niphonica (Hori, 1926)",論文発見,,オオミノガの羽化期と性に関する知見,CiNii,https://cir.nii.ac.jp/crid/1390282680242373760,low,,,
species-0331,オオミノガ,"Eumeta variegata (Snellen, 1879)",論文発見,,"オオミノガ(鱗翅目,ミノガ科)における幼虫期の最終脱皮に見られる雄特異的な頭幅サイズの縮小に関する一知見",J-STAGE,,low,,,公開日: 
species-0331,オオミノガ,"Eumeta variegata (Snellen, 1879)",論文発見,,熱田神宮で採集された昆虫の記録,J-STAGE,,low,,,公開日: 
species-0331,オオミノガ,"Eumeta variegata (Snellen, 1879)",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0331,オオミノガ,"Eumeta variegata (Snellen, 1879)",論文発見,,天敵オオミノガヤドリバエで激減したオオミノガ,CiNii,https://cir.nii.ac.jp/crid/1523669554742319744,low,,,
species-0331,オオミノガ,"Eumeta variegata (Snellen, 1879)",論文発見,,オオミノガの幼虫と繭との関係,CiNii,https://cir.nii.ac.jp/crid/1520854805606616576,low,,,
species-0331,オオミノガ,"Eumeta variegata (Snellen, 1879)",論文発見,,高知県におけるオオミノガとオオミノガヤドリバエの寄主-寄生バエ関係,CiNii,https://cir.nii.ac.jp/crid/1522825130092336384,low,,,
species-0332,チャミノガ,"Eumeta minuscula Butler, 1881",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0332,チャミノガ,"Eumeta minuscula Butler, 1881",論文発見,,壱岐島の小蛾類,J-STAGE,,low,,,公開日: 
species-0332,チャミノガ,"Eumeta minuscula Butler, 1881",論文発見,,Clania minuscula(チャミノガ)に寄生する1種のヒメバチに就いての研究〔英文〕,CiNii,https://cir.nii.ac.jp/crid/1520853835454759040,low,,,
species-0332,チャミノガ,"Eumeta minuscula Butler, 1881",論文発見,,アカシヤ・モリシマの害虫チヤミノガの駆除,CiNii,https://cir.nii.ac.jp/crid/1522262179936056576,low,,,
species-0332,チャミノガ,"Eumeta minuscula Butler, 1881",論文発見,,アカシヤ・モリシマの害虫チャミノガの駆除,CiNii,https://cir.nii.ac.jp/crid/1050564288681401984,low,,,
species-0333,ニトベミノガ,"Mahasena aurea (Butler, 1881)",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0333,ニトベミノガ,"Mahasena aurea (Butler, 1881)",論文発見,,講演要旨第2会場(気象災害・土壌肥料・病害虫),J-STAGE,,low,,,公開日: 
species-0333,ニトベミノガ,"Mahasena aurea (Butler, 1881)",論文発見,,リンゴ害虫ニトベミノガMahasena nitobei Matsumuraに関する研究,CiNii,https://cir.nii.ac.jp/crid/1522543655281432192,low,,,
species-0333,ニトベミノガ,"Mahasena aurea (Butler, 1881)",論文発見,,ニトベミノガに寄生するヤドリバエについて,CiNii,https://cir.nii.ac.jp/crid/1390001205264766720,low,,,
species-0333,ニトベミノガ,"Mahasena aurea (Butler, 1881)",論文発見,,チャミノガおよびニトベミノガの殺虫剤感受性,CiNii,https://cir.nii.ac.jp/crid/1390282763019187200,low,,,
species-0334,クロツヤミノガ,Bambalina sp.,論文発見,,"ミノガ科のBambalina属の定義と日本のBambalina sp.についてのノート(鱗翅目,ミノガ科,オオミノガ亜科)",J-STAGE,,low,,,公開日: 
species-0334,クロツヤミノガ,Bambalina sp.,論文発見,,ミノガ大型5種のミノ内部の解析,J-STAGE,,low,,,公開日: 
species-0334,クロツヤミノガ,Bambalina sp.,論文発見,,チャミノガおよびニトベミノガの殺虫剤感受性,J-STAGE,,low,,,公開日: 
species-0334,クロツヤミノガ,Bambalina sp.,論文発見,,シイタケ子実体を食害するクロツヤミノガ,CiNii,https://cir.nii.ac.jp/crid/1523388080588202368,low,,,
species-0335,アシシロマルバネミノガ,"Manatha taiwana (Sonan, 1935)",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0336,トゲクロミノガ,"Striglocyrbasia meguae Sugimoto & Saigusa, 2001",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0337,クロユリカゴミノガ,Pteroma sp.,論文発見,,鹿児島県におけるコナガの寄生性天敵の種類と寄生率の消長,J-STAGE,,low,,,公開日: 
species-0337,クロユリカゴミノガ,Pteroma sp.,論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0337,クロユリカゴミノガ,Pteroma sp.,論文発見,,インドネシアのマメ科早生樹とその虫害問題,J-STAGE,,low,,,公開日: 
species-0338,コンドウシロミノガ,"Chalioides kondonis Kondo, 1922",論文発見,,柑橘を害するコンドウシロミノガについて,J-STAGE,,low,,,公開日: 
species-0338,コンドウシロミノガ,"Chalioides kondonis Kondo, 1922",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0338,コンドウシロミノガ,"Chalioides kondonis Kondo, 1922",論文発見,,コンドウシロミノガの再記載およびそれに近縁の台湾産1新種について〔英文〕,CiNii,https://cir.nii.ac.jp/crid/1522825129875702912,low,,,
species-0339,ネグロミノガ,"Acanthopsyche nigraplaga (Wileman, 1911)",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0339,ネグロミノガ,"Acanthopsyche nigraplaga (Wileman, 1911)",論文発見,,ネグロミノガに就て,CiNii,https://cir.nii.ac.jp/crid/2050588892011487232,low,,,
species-0339,ネグロミノガ,"Acanthopsyche nigraplaga (Wileman, 1911)",論文発見,,ヒルガオの花を食すネグロミノガ,CiNii,https://cir.nii.ac.jp/crid/1390297769570783232,low,,,
species-0339,ネグロミノガ,"Acanthopsyche nigraplaga (Wileman, 1911)",論文発見,,オオミノガの羽化期と性に関する知見,CiNii,https://cir.nii.ac.jp/crid/1390282680242373760,low,,,
species-0340,シバミノガ,"Nipponopsyche fuscescens Yazaki, 1926",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0341,キタクロミノガ,"Canephora pungelerii (Heylaerts, 1900)",論文発見,,日本産ミノガ科のミノの形態(2),J-STAGE,,low,,,公開日: 
species-0341,キタクロミノガ,"Canephora pungelerii (Heylaerts, 1900)",論文発見,,キタクロミノガの飼育記録,CiNii,https://cir.nii.ac.jp/crid/1521699230898204672,low,,,
species-0341,キタクロミノガ,"Canephora pungelerii (Heylaerts, 1900)",論文発見,,北海道から発見された日本未記録種オオキタクロミノガ (新称),CiNii,https://cir.nii.ac.jp/crid/1573387450684844160,low,,,
species-0342,オオキタクロミノガ,"Canephora hirsuta (Poda, 1761)",論文発見,,北海道から発見された日本未記録種オオキタクロミノガ (新称),CiNii,https://cir.nii.ac.jp/crid/1573387450684844160,low,,,
species-0342,オオキタクロミノガ,"Canephora hirsuta (Poda, 1761)",論文発見,,"ミノガ科のBambalina属の定義と日本のBambalina sp.についてのノート(鱗翅目,ミノガ科,オオミノガ亜科)",CiNii,https://cir.nii.ac.jp/crid/1390001205268288384,low,,,
